{'loss': 0.6752, 'grad_norm': 3.2070982456207275, 'learning_rate': 2.777777777777778e-05, 'epoch': 0.1}                             
{'eval_loss': 0.6483386158943176, 'eval_accuracy': 0.655, 'eval_f1': 0.586, 'eval_precision': 0.734, 'eval_recall': 0.488, 'eval_runtime': 72.4743, 'eval_samples_per_second': 1128.069, 'eval_steps_per_second': 141.015, 'epoch': 7.0}                                
{'loss': 0.4288, 'grad_norm': 3.859400510787964, 'learning_rate': 1.515270164447925e-05, 'epoch': 7.02}                             
{'loss': 0.4057, 'grad_norm': 3.7398874759674072, 'learning_rate': 1.466327329678935e-05, 'epoch': 7.12}                            
{'loss': 0.4062, 'grad_norm': 8.127195358276367, 'learning_rate': 1.4173844949099452e-05, 'epoch': 7.21}                            
{'loss': 0.4113, 'grad_norm': 2.6387224197387695, 'learning_rate': 1.3684416601409555e-05, 'epoch': 7.31}                           
{'loss': 0.4146, 'grad_norm': 3.487513780593872, 'learning_rate': 1.3194988253719656e-05, 'epoch': 7.41}                            
{'loss': 0.4146, 'grad_norm': 4.993993759155273, 'learning_rate': 1.2705559906029756e-05, 'epoch': 7.5}                             
{'loss': 0.4053, 'grad_norm': 7.3876166343688965, 'learning_rate': 1.221613155833986e-05, 'epoch': 7.6}                             
{'loss': 0.4154, 'grad_norm': 7.289765357971191, 'learning_rate': 1.1726703210649961e-05, 'epoch': 7.7}                             
{'loss': 0.4111, 'grad_norm': 4.20586633682251, 'learning_rate': 1.1237274862960064e-05, 'epoch': 7.79}                             
{'loss': 0.412, 'grad_norm': 3.671430826187134, 'learning_rate': 1.0747846515270164e-05, 'epoch': 7.89}                             
{'loss': 0.4114, 'grad_norm': 6.205257892608643, 'learning_rate': 1.0258418167580267e-05, 'epoch': 7.98}                            
{'eval_loss': 0.672740638256073, 'eval_accuracy': 0.654, 'eval_f1': 0.657, 'eval_precision': 0.651, 'eval_recall': 0.662, 'eval_runtime': 72.5534, 'eval_samples_per_second': 1126.84, 'eval_steps_per_second': 140.862, 'epoch': 8.0}                                  
{'loss': 0.3821, 'grad_norm': 4.784896373748779, 'learning_rate': 9.768989819890368e-06, 'epoch': 8.08}                             
{'loss': 0.3771, 'grad_norm': 6.646374225616455, 'learning_rate': 9.279561472200472e-06, 'epoch': 8.18}                             
{'loss': 0.3784, 'grad_norm': 9.870234489440918, 'learning_rate': 8.790133124510571e-06, 'epoch': 8.27}                             
{'loss': 0.3814, 'grad_norm': 4.98009729385376, 'learning_rate': 8.300704776820675e-06, 'epoch': 8.37}                              
{'loss': 0.3821, 'grad_norm': 5.4019389152526855, 'learning_rate': 7.811276429130776e-06, 'epoch': 8.46}                            
{'loss': 0.3817, 'grad_norm': 5.310458183288574, 'learning_rate': 7.321848081440877e-06, 'epoch': 8.56}                             
{'loss': 0.3806, 'grad_norm': 5.5053205490112305, 'learning_rate': 6.832419733750979e-06, 'epoch': 8.66}                            
{'loss': 0.3778, 'grad_norm': 3.474334478378296, 'learning_rate': 6.342991386061081e-06, 'epoch': 8.75}                             
{'loss': 0.3782, 'grad_norm': 8.9074125289917, 'learning_rate': 5.853563038371183e-06, 'epoch': 8.85}                               
{'loss': 0.3769, 'grad_norm': 4.856348991394043, 'learning_rate': 5.364134690681284e-06, 'epoch': 8.95}                             
{'eval_loss': 0.6689846515655518, 'eval_accuracy': 0.652, 'eval_f1': 0.634, 'eval_precision': 0.667, 'eval_recall': 0.605, 'eval_runtime': 72.356, 'eval_samples_per_second': 1129.914, 'eval_steps_per_second': 141.246, 'epoch': 9.0}                                 
{'loss': 0.3707, 'grad_norm': 6.658756256103516, 'learning_rate': 4.8747063429913864e-06, 'epoch': 9.04}                            
{'loss': 0.3541, 'grad_norm': 6.916488170623779, 'learning_rate': 4.385277995301488e-06, 'epoch': 9.14}                             
{'loss': 0.3516, 'grad_norm': 9.099428176879883, 'learning_rate': 3.89584964761159e-06, 'epoch': 9.23}                              
{'loss': 0.3443, 'grad_norm': 6.844759464263916, 'learning_rate': 3.4064212999216917e-06, 'epoch': 9.33}                            
{'loss': 0.3451, 'grad_norm': 7.304708003997803, 'learning_rate': 2.9169929522317936e-06, 'epoch': 9.43}                            
{'loss': 0.3517, 'grad_norm': 6.261877536773682, 'learning_rate': 2.4275646045418955e-06, 'epoch': 9.52}                            
{'loss': 0.3535, 'grad_norm': 10.203852653503418, 'learning_rate': 1.938136256851997e-06, 'epoch': 9.62}                            
{'loss': 0.356, 'grad_norm': 9.088214874267578, 'learning_rate': 1.4487079091620988e-06, 'epoch': 9.72}                             
{'loss': 0.3582, 'grad_norm': 7.066651344299316, 'learning_rate': 9.592795614722005e-07, 'epoch': 9.81}                             
{'loss': 0.3492, 'grad_norm': 7.697793006896973, 'learning_rate': 4.698512137823023e-07, 'epoch': 9.91}                             
{'eval_loss': 0.7036161422729492, 'eval_accuracy': 0.652, 'eval_f1': 0.634, 'eval_precision': 0.668, 'eval_recall': 0.604, 'eval_runtime': 72.4285, 'eval_samples_per_second': 1128.783, 'eval_steps_per_second': 141.105, 'epoch': 10.0}                               
{'train_runtime': 3778.4831, 'train_samples_per_second': 440.214, 'train_steps_per_second': 13.757, 'train_loss': 0.4765266488909309, 'epoch': 10.0}    
